"date","vintage_date","value","frequency","forecast_horizon","variable"
"1991  Q3","2023  Q4",1.07442446302761,"Q",-129,"Food inflation"
"1991  Q4","2023  Q4",1.39162263333623,"Q",-128,"Food inflation"
"1992  Q1","2023  Q4",0.869594120024956,"Q",-127,"Food inflation"
"1992  Q2","2023  Q4",0.453947583457581,"Q",-126,"Food inflation"
"1992  Q3","2023  Q4",0.226894583714538,"Q",-125,"Food inflation"
"1992  Q4","2023  Q4",1.21373976554618,"Q",-124,"Food inflation"
"1993  Q1","2023  Q4",0.65520887948494,"Q",-123,"Food inflation"
"1993  Q2","2023  Q4",0.794906844926901,"Q",-122,"Food inflation"
"1993  Q3","2023  Q4",1.06169322725435,"Q",-121,"Food inflation"
"1993  Q4","2023  Q4",0.00254329130036267,"Q",-120,"Food inflation"
"1994  Q1","2023  Q4",0.403696403574845,"Q",-119,"Food inflation"
"1994  Q2","2023  Q4",0.502191591802159,"Q",-118,"Food inflation"
"1994  Q3","2023  Q4",0.533534098450952,"Q",-117,"Food inflation"
"1994  Q4","2023  Q4",0.642038620446542,"Q",-116,"Food inflation"
"1995  Q1","2023  Q4",1.53036452775775,"Q",-115,"Food inflation"
"1995  Q2","2023  Q4",0.969488707702006,"Q",-114,"Food inflation"
"1995  Q3","2023  Q4",1.26564143211179,"Q",-113,"Food inflation"
"1995  Q4","2023  Q4",0.795103234508794,"Q",-112,"Food inflation"
"1996  Q1","2023  Q4",1.2918024558719,"Q",-111,"Food inflation"
"1996  Q2","2023  Q4",0.922692450596541,"Q",-110,"Food inflation"
"1996  Q3","2023  Q4",0.230932483209464,"Q",-109,"Food inflation"
"1996  Q4","2023  Q4",-0.176888125647142,"Q",-108,"Food inflation"
"1997  Q1","2023  Q4",-0.0622714030501721,"Q",-107,"Food inflation"
"1997  Q2","2023  Q4",0.469012394939903,"Q",-106,"Food inflation"
"1997  Q3","2023  Q4",1.06831988229939,"Q",-105,"Food inflation"
"1997  Q4","2023  Q4",0.559609495197654,"Q",-104,"Food inflation"
